,WPSA4,AATSC4m,AATS4p,BCUTm-1h,nCl,GATS2p,VSA_EState3,BCUTv-1h,ATSC4Z,BCUTdv-1l,PEOE_VSA8,NsCl,BCUTZ-1h,DPSA2,ATSC6c,ATSC6Z,SlogP_VSA7,AATS4v,AATSC0Z,EState_VSA8,ETA_alpha,AATSC3m,ATSC6m,BCUTs-1l,Xp-2dv,ATSC4m,ZMIC2,AATSC4Z,ETA_beta_s,VE1_Dzpe,SpMax_Dzp,AATS5m,VR2_Dzv,AATSC3Z,MATS2i,DPSA3,WNSA5,AATS3p,BCUTp-1h,ATSC4se,AATS3pe,SpMAD_Dzp,SMR_VSA1,WPSA5,ATSC3m,GATS4dv,Xch-7dv,PEOE_VSA9,MIC5,AATS0m,ATSC0p,MIC4,ATS3m,Xp-0dv,ATS1Z,ATSC3Z,SZ,Xpc-6dv,Xp-5dv,MATS3pe,AATSC0v,AATSC3se,SsCH3,GATS2dv,ATS5se,ATS7p,MATS3dv,ATS1dv,BCUTd-1l,AMID_X,AATSC2v,AATSC3c,GATS3are,ATSC7dv,AATSC2p,nBonds,ATS5v,ATS3s,ATS7se,ATSC7i,GATS5are,ATS7are,MAXaasC,MIC0,ATSC0v,AXp-2d,nBondsS,Mv,AATSC4p,GATS5pe,nRot,MATS5Z,EState_VSA3,ATS2p,ATS5pe,MATS1dv,PEOE_VSA6,SaasC,FPSA1,ATS5Z
0,1.1410809289061197,-37.07297752249771,1.279016502188667,35.45051661387096,1,0.9375833166253228,0.5439814814814818,22.45581571336261,-71.87603305785123,0.7740137669178937,6.196843571613076,1,17.001101380521803,110.38062284915554,0.0,0.0,5.153109816892792,133.96240542742544,19.65289256198347,4.9839785209472085,3.6142857142857134,-2.353245587263004,0.0,1.3070710776016852,1.5397100461461075,-333.65679770247937,18.830814644208782,-7.986225895316803,4.25,2.61975284400766,9.28217104590149,18.374832,2.783211295017165,-0.5512882839086051,-0.2237790329554797,19.17084224619473,-3.1179221114177715,1.5077445832086471,2.206172380847493,-0.2785279999999999,6.198882352941176,2.6636503749128093,0.0,2.091981702994553,-40.005174983471065,1.0494088295910622,0.0281718084909505,0.0,35.70982563649174,198.0257645454545,3.1027036923429097,35.70982563649174,1448.0086509999996,4.390508091286143,354,-9.371900826446286,9.666666666666666,0.1126872339638022,0.2608602809822838,-0.1357601424176393,51.50252251948704,-0.0115974117647058,0.0,1.1576533517735113,15.725664000000002,0.0,-0.1907658735475966,77.11111111111111,0.9938538479446204,0.2493354663015892,-11.83501056771875,-8.025960817958045e-05,1.1206611367729764,0.0,-0.0602191858654462,11,156.24485848766716,40.39506172839506,0.0,0.0,1.263018121224745,0.0,0.5439814814814818,22.30006275117715,566.5277477143575,0.3428977695614983,5,0.7211340969228209,-0.062642222967719,2.105997905967992,0,-0.8103448275862067,5.153109816892792,29.39648246999999,11.792000000000002,0.1118776439960949,17.667306958694127,0.5439814814814818,0.4460277480685379,18
1,1.0989562490991054,-161.00860683379247,1.5693631488553332,79.9041783119813,0,0.7978796699995895,0.0,26.52388862640938,-272.1074380165289,0.2560195255922206,6.196843571613076,0,35.000417514316155,107.3531813716534,0.0,0.0,0.0,148.32045003149764,84.8099173553719,20.91392241889656,4.233333333333333,-25.802654948468643,0.0,1.0442639276315246,1.9649386767142447,-1449.0774615041323,24.49170274743345,-30.23415977961432,4.0,2.6183265701629552,8.890139945835951,40.779648,2.7709919436066928,-4.681575109382593,-0.2811162801549272,16.941742333087632,-3.216070395082379,1.712798107326294,3.0589298093324704,-0.169391603305785,6.113,2.5427225478628586,0.0,2.01475312334836,-438.64513412396695,1.029052263343107,0.0487950036474266,0.0,49.68938880740506,664.2027387272728,5.322441939615636,49.68938880740506,2560.6922709999994,5.220575684382393,462,-79.58677685950408,12.666666666666664,0.1951800145897066,0.3426955690908338,-0.1476604847251357,58.50720636813976,-0.0081864015556635,0.0,1.1723975915515412,15.062112,0.0,-0.1908299833107099,75.03703703703704,0.9938538479446204,0.2493354663015892,-11.330181040954114,-0.0001826853227536,1.1243246456453682,0.0,-0.0659604956175123,11,178.95047120214647,38.99074074074074,0.0,0.0,1.0004491354143283,0.0,0.8842592592592594,36.27962592209047,643.5792700495374,0.3428977695614983,5,0.7391244009399923,-0.1447456999925124,1.6493946127806276,0,-0.7727538491522119,0.0,31.806382469999992,11.352,0.0980708844263601,6.06636706846161,0.8842592592592594,0.4291445994474154,36
2,1.2232433309677666,-59.07011041245284,1.5715786703031334,126.90457538135344,0,0.5688196164620393,0.0,32.51604666727909,-317.51851851851853,0.1524005116914238,3.5701822710653963,0,53.00025763080847,132.4748899960175,0.0097426503728801,-326.074074074074,0.0,151.8005669406047,135.20987654320982,53.78007610060512,5.642857142857142,-44.37466948872191,-1931.5714463408567,1.0053078967608728,3.225651790479936,-1772.1033123735851,27.32364376005612,-10.583950617283952,4.5,2.9360637628365724,15.098768051550447,75.07405659041667,3.2918487183059235,-7.527777777777776,0.0253157103654525,14.961331461148832,-2.763377937122925,1.8614761557997777,5.35330328304884,-0.0612822962962963,5.691041666666667,3.338297827078131,0.0,2.20183799574198,-1597.4881015939889,1.067031627545737,0.090071376260336,0.0,53.38225271847378,959.3334472211612,21.010755486264944,53.38225271847378,4528.136444859999,7.5519706221306,660,-270.99999999999994,18.333333333333336,0.8126433765224177,0.8953413491791335,-0.0538387609507264,73.7054818246613,-0.0003401543209876,2.1688473167044595,1.1610922937521573,166.966792,10.702027649999998,-0.1958250421328351,76.62222222222222,0.9878688244886078,0.1948149526768715,3.5600564307145053,-0.0001512874180863,1.0090163132365069,4.364298125285778,0.0668438630123457,18,2613.031945298544,69.59377777777779,21.601728,-7.040691680483414,0.8769779973999469,14.586,1.4124222222222222,36.14821755120134,1326.6986728439035,0.321285995286372,12,0.6676774996042247,-0.1651634045769228,0.7288020275015705,1,0.096751734842951,0.0,61.45071626939601,127.46550000000002,0.3142639952080245,19.056471336613843,2.7224222222222223,0.4989955498123072,426
3,1.2833974612546566,-30.57525260684044,1.0298654731540833,35.45051683164671,1,0.7342101794594091,0.3037037037037042,22.455855733731603,-150.0,0.7740093901199572,5.022633313741326,1,17.001101808639955,243.535766596251,0.0420381346080205,99.0,5.022633313741326,165.60350491306167,16.533333333333335,0.0,5.071428571428571,-10.096333626224558,488.96680095878736,1.2190199218183044,2.4410878743454245,-733.8060625641704,29.939531357101018,-6.25,6.5,3.268800115063401,35.283805557031926,102.2744902549333,3.773884909232068,-2.2222222222222223,0.4210012417693164,32.16824982970565,-7.276000794025979,1.545878755174,2.2077107616373084,-3.4704043333333328,7.0076481481481485,6.705934366685465,13.17124514302446,2.750137416974264,-272.6010079080631,1.4903979633875473,0.0453859283063244,5.563451491696996,41.005279040972674,223.5622383632873,4.881396780623733,41.005279040972674,3136.6096380111994,6.077187914813868,540,-60.0,14.999999999999998,0.4626569150953971,0.5128703707217454,0.0020975215685147,42.4265010653342,-0.0161367283950617,0.0,0.4534630919968475,118.139278,0.0,0.0942637306648197,169.1111111111111,0.9893558353296668,0.6195647507593679,-5.339336566495603,0.0028717437122442,0.6289747532352082,0.0,0.0393763809871289,15,1790.7448221120228,139.01851851851856,0.0,0.0,2.412971749793518,0.0,0.3037037037037042,24.7320803888502,636.397515980013,0.3326763176715566,9,0.7409450301920076,-0.0395206390142323,2.4085294815645835,0,-0.2016129032258064,5.022633313741326,42.22207148,100.721,0.1133302285591459,11.600939890232516,-0.375092592592593,0.2485310913445302,320
4,2.131371152786876,-26.23276926278409,1.3084659537135457,35.45051669819514,1,0.6531907482097756,0.7322222222222226,22.455855407875266,-122.28125,0.7740059022318191,5.022633313741326,1,17.00110153378736,213.106454795924,0.0273163272168558,80.90625,5.022633313741326,157.50525400483124,16.859375,0.0,4.547619047619048,-16.13737055649039,383.5473076562499,1.3047412974411254,2.0944800763354245,-577.12092378125,20.108458593344352,-5.558238636363637,5.25,2.9481268549912203,22.276952754273537,45.35632705555556,3.351759229583719,-3.4603365384615383,0.1095188829530649,27.724231169979703,-5.163189668809747,1.577667179680692,2.2076942042359176,-0.4938807265624999,6.407788461538461,5.013274635039356,4.736862953800049,3.410193844459001,-419.57163446875006,1.1145422271773733,0.0428372697080984,7.109797541277533,35.34669208736369,158.10198724999998,4.654054778842937,35.34669208736369,2196.159763,5.851542786250048,456,-89.96875,12.333333333333334,0.3224003301171136,0.4602523785756053,-0.235449975549261,54.42971737773567,-0.0212142797475961,1.628212396069539,1.3012102630304985,130.92693400000002,4.36082622,-0.2887542772971206,99.11111111111111,0.9878688244886078,0.1948149526768715,7.512495986204822,0.0005692126883623,1.2511769616380424,4.991319444444445,0.0621096602980563,16,1920.3140493430103,69.51851851851853,27.021600000000003,1.369902349900699,0.2861847138826149,18.678000000000004,0.8327777777777781,19.65608274300777,870.8754780437707,0.321285995286372,10,0.6688782693873397,-0.1062868891633256,0.2243939360210143,1,0.3588713829677685,0.0,41.328677152547,100.9729,0.2447151847668226,11.600939890232516,1.5650000000000006,0.5239916163170203,228
5,2.131371152786876,-26.23276926278409,1.3084659537135457,35.45051669819514,1,0.6531907482097756,0.7322222222222226,22.455855407875266,-122.28125,0.7740059022318191,5.022633313741326,1,17.00110153378736,213.106454795924,0.0273163272168558,80.90625,5.022633313741326,157.50525400483124,16.859375,0.0,4.547619047619048,-16.13737055649039,383.5473076562499,1.3047412974411254,2.0944800763354245,-577.12092378125,20.108458593344352,-5.558238636363637,5.25,2.9481268549912203,22.276952754273537,45.35632705555556,3.351759229583719,-3.4603365384615383,0.1095188829530649,27.724231169979703,-5.163189668809747,1.577667179680692,2.2076942042359176,-0.4938807265624999,6.407788461538461,5.013274635039356,4.736862953800049,3.410193844459001,-419.57163446875006,1.1145422271773733,0.0428372697080984,7.109797541277533,35.34669208736369,158.10198724999998,4.654054778842937,35.34669208736369,2196.159763,5.851542786250048,456,-89.96875,12.333333333333334,0.3224003301171136,0.4602523785756053,-0.235449975549261,54.42971737773567,-0.0212142797475961,1.628212396069539,1.3012102630304985,130.92693400000002,4.36082622,-0.2887542772971206,99.11111111111111,0.9878688244886078,0.1948149526768715,7.512495986204822,0.0005692126883623,1.2511769616380424,4.991319444444445,0.0621096602980563,16,1920.3140493430103,69.51851851851853,27.021600000000003,1.369902349900699,0.2861847138826149,18.678000000000004,0.8327777777777781,19.65608274300777,870.8754780437707,0.321285995286372,10,0.6688782693873397,-0.1062868891633256,0.2243939360210143,1,0.3588713829677685,0.0,41.328677152547,100.9729,0.2447151847668226,11.600939890232516,1.5650000000000006,0.5239916163170203,228
6,1.1898169216418828,-43.93172440955004,1.3927958438385553,79.90417831174159,0,0.6383631354122132,0.0,26.52388963892095,-71.19834710743802,0.2560178582080361,16.866406659058566,0,35.000417512537936,104.89152696859298,0.0,0.0,0.0,135.34456310479922,84.8099173553719,20.91392241889656,4.2333333333333325,-78.52121529071462,0.0,1.0438746988497278,2.086918683964443,-395.3855196859504,24.1668787503372,-7.910927456382002,4.0,2.6190802991665123,8.695807816123665,40.779648,2.777696820416849,-14.499756927564414,-0.0462185478039852,19.73799024129793,-3.5993414516318576,1.7263673870410592,3.058965940654723,-0.0554486033057853,6.233258823529412,2.487199082230777,0.0,1.869712305437244,-1334.860659942149,1.0280144211921591,0.0487950036474266,0.0,49.68938880740506,664.2027387272728,5.322441939615636,49.68938880740506,2797.6958549999995,5.220575684382393,462,-246.49586776859505,12.666666666666664,0.1951800145897066,0.3181020494456893,-0.043488193391622,58.50720636813976,0.0016343631502187,0.0,1.2074605061588903,15.062112,0.0,-0.1557596399712779,73.03703703703704,0.9938538479446204,0.2493354663015892,-4.8092586200585306,0.0009468133418245,0.9935469808853252,0.0,0.0189412537574876,11,178.95047120214647,39.4537037037037,0.0,0.0,1.0004491354143283,0.0,1.0231481481481484,36.27962592209047,643.5792700495374,0.3428977695614983,5,0.7391244009399923,0.0438032624715582,1.6493946127806276,0,-0.7727538491522119,0.0,33.16481045999999,11.352,0.0424849060396636,0.0,1.0231481481481484,0.4761804092757026,36
7,1.1200106547340776,-386.7743191607177,2.3369462377442214,126.904575364081,0,0.6925116083761013,0.0,32.51604635168368,-600.8677685950413,0.1524035618983905,6.196843571613076,0,53.000257588702965,110.1207680374994,0.0,0.0,0.0,169.44980606547506,203.5206611570248,27.574849148015264,4.542857142857143,-84.02966863718737,0.0,1.005642553724011,2.257708698598805,-3480.9688724464595,30.15259085065812,-66.76308539944904,4.0,2.615849607094205,8.478559131629396,64.46788488,2.7575497756492178,-13.852211959163824,-0.299597966625589,16.34438022975904,-3.5353996385941344,2.254893630855706,5.353301546352823,-0.0423544462809922,5.984176470588236,2.415520215195832,0.0,2.053352867012475,-1428.5043668321853,1.0264863707309442,0.0629940788348712,0.0,64.47059663249169,1547.8477650891728,17.818897285070182,64.47059663249169,3737.1140351,5.792077436444012,570,-235.48760330578503,15.666666666666666,0.2519763153394848,0.3990391860727349,-0.1655364572665144,73.80092922242153,-0.0047012795333009,0.0,1.1744136933074711,13.91904,0.0,-0.190686026204999,74.62222222222222,0.9938538479446204,0.2493354663015892,-10.774231959510734,-0.0002041086492698,1.0824546301719598,0.0,-0.1037347452042892,11,212.36414195211552,38.79111111111112,0.0,0.0,0.0003612432020597,0.0,1.0417592592592593,51.0608337471771,811.8102214466369,0.3428977695614983,5,0.7655990044964196,-0.5224840647308042,0.7733712554158584,0,-0.684195565662308,0.0,38.177382470000005,10.692000000000002,0.0952916321765236,6.06636706846161,1.0417592592592593,0.4107100646120695,54
8,1.223150399360928,-31.15389461111111,1.3413037436364668,79.90417834093921,0,0.6945679976578991,0.0,26.52389010215333,-181.1851851851852,0.2560160931635062,4.472719515832414,0,35.000417581287145,130.8067530562605,0.0100595153420687,-128.7407407407407,0.0,145.4617601304115,58.43209876543209,47.11914937148641,5.333333333333333,-17.061017990740737,-702.9954453333332,1.0438569708361043,2.895695100084818,-934.6168383333332,23.15371875861381,-6.0395061728395065,4.5,2.9375428729021444,15.530148787633614,51.55227970833334,3.301923325304393,-3.1666666666666665,-0.0202544639917765,15.116940956499208,-2.563438339747881,1.562885939133111,3.058969608833165,-0.1041899629629629,5.770208333333333,3.4399723474644213,0.0,2.2016707188496705,-614.1966476666665,1.067983394873176,0.0741963275919577,0.0,42.49411521470773,419.3281533333334,7.711934941820498,42.49411521470773,3304.338206999999,6.980468870068982,552,-114.0,15.333333333333332,0.6713716440901522,0.7729964400561533,-0.0514931785044783,63.08793865476072,-0.0011323209876543,2.1559901738473166,1.159518890723666,168.177778,6.10115595,-0.1963664325554035,77.03703703703704,0.9878688244886078,0.1948149526768715,1.7944266480960458,-0.0001453035565806,0.9901204365826122,4.0041660316008745,0.0270257078888889,18,2489.6950824926853,69.83333333333333,25.030944,-2.207164978086749,0.6382197967632669,18.084000000000003,1.3872222222222224,25.2600800474353,1135.582895785693,0.321285995286372,12,0.6514985752086303,-0.106517171181861,0.5780704866173711,1,0.1380731037396999,0.0,53.768716269396,128.2305,0.3189842736763027,34.98641523456319,2.5397222222222227,0.5177451895269918,318
9,1.0989562490991054,-161.00860683379247,1.5693631488553332,79.9041783119813,0,0.7978796699995895,0.0,26.52388862640938,-272.1074380165289,0.2560195255922206,6.196843571613076,0,35.000417514316155,107.3531813716534,0.0,0.0,0.0,148.32045003149764,84.8099173553719,20.91392241889656,4.233333333333333,-25.802654948468643,0.0,1.0442639276315246,1.9649386767142447,-1449.0774615041323,24.49170274743345,-30.23415977961432,4.0,2.6183265701629552,8.890139945835951,40.779648,2.7709919436066928,-4.681575109382593,-0.2811162801549272,16.941742333087632,-3.216070395082379,1.712798107326294,3.0589298093324704,-0.169391603305785,6.113,2.5427225478628586,0.0,2.01475312334836,-438.64513412396695,1.029052263343107,0.0487950036474266,0.0,49.68938880740506,664.2027387272728,5.322441939615636,49.68938880740506,2560.6922709999994,5.220575684382393,462,-79.58677685950408,12.666666666666664,0.1951800145897066,0.3426955690908338,-0.1476604847251357,58.50720636813976,-0.0081864015556635,0.0,1.1723975915515412,15.062112,0.0,-0.1908299833107099,75.03703703703704,0.9938538479446204,0.2493354663015892,-11.330181040954114,-0.0001826853227536,1.1243246456453682,0.0,-0.0659604956175123,11,178.95047120214647,38.99074074074074,0.0,0.0,1.0004491354143283,0.0,0.8842592592592594,36.27962592209047,643.5792700495374,0.3428977695614983,5,0.7391244009399923,-0.1447456999925124,1.6493946127806276,0,-0.7727538491522119,0.0,31.806382469999992,11.352,0.0980708844263601,6.06636706846161,0.8842592592592594,0.4291445994474154,36
